Zip Code,Price,Beds,Baths,Living Space,Address,City,State,Zip Code Population,Zip Code Density,County,Median Household Income,Latitude,Longitude
20001,599999.0,3,1,1384,1546 3RD ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,899000.0,3,3,1998,34 U ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,2100000.0,4,4,3245,1334 8TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,625000.0,3,3,1740,1819 8TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,569999.0,2,2,975,150 RHODE ISLAND AVE NW APT 403,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1250000.0,5,4,2512,140 S ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,525000.0,1,1,728,2022 FLAGLER PL NW APT F101,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,535000.0,1,1,800,437 NEW YORK AVE NW APT 909,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,750000.0,2,2,1118,1220 11TH ST NW APT 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1050000.0,3,3,2075,753 COLUMBIA RD NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,549900.0,2,2,1005,809 6TH ST NW APT 14,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,550000.0,2,2,1417,753 COLUMBIA RD NW UNIT 1,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,899950.0,2,3,1318,2009 VERMONT AVE NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,600000.0,2,2,991,911 T ST NW # 1,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,870000.0,2,2,1276,1815 6TH ST NW # 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,650000.0,1,2,1364,400 MASSACHUSETTS AVE NW APT 508,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1380000.0,4,4,2465,1134 10TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,900000.0,4,3,1802,1841 9TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1099900.0,4,4,2220,1934 3RD ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,875000.0,2,2,1298,440 L ST NW UNIT 905,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1130000.0,3,4,1850,426 WARNER ST NW # 2A,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,515000.0,1,1,755,910 M ST NW APT 906,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,850000.0,2,2,1265,1812 10TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,695000.0,2,2,1193,440 R ST NW # 003,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,730000.0,2,2,1050,910 M ST NW APT 618,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,529900.0,1,1,890,400 MASSACHUSETTS AVE NW APT 921,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1069000.0,4,4,2403,47 NEW YORK AVE NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1450000.0,2,2,2430,1252 10TH ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,710000.0,2,2,927,2101 11TH ST NW APT 402,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1019900.0,4,4,2252,620 COLUMBIA RD NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,899000.0,3,3,1997,226 N ST NW APT 1,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1525000.0,4,4,2724,55 R ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,565000.0,1,1,770,460 NEW YORK AVE NW UNIT 703,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,599000.0,2,1,1016,713 EUCLID ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,939000.0,3,3,2068,143 S ST NW # 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,620000.0,2,2,858,1923 9TH ST NW UNIT 4,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,889000.0,4,2,2223,41 HANOVER PL NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,779000.0,3,2,1016,1550 11TH ST NW APT 408,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,930000.0,3,4,1801,1008 FAIRMONT ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,589000.0,2,2,980,150 RHODE ISLAND AVE NW APT 401,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,859999.0,2,2,1310,1117 10TH ST NW APT 504,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,499500.0,1,1,761,2035 2ND ST NW APT G304,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,429000.0,2,1,767,345 OAKDALE PL NW APT 103,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,600000.0,2,2,867,811 4TH ST NW # 204,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1079000.0,2,3,1537,1224 11TH ST NW APT 4,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,469999.0,1,1,754,440 L ST NW UNIT 706,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,670000.0,2,2,922,910 M ST NW APT 527,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,549000.0,1,1,750,2120 VERMONT AVE NW APT 301,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,1895000.0,4,4,2300,1015 O ST NW,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,849900.0,1,2,1103,1518 NEW JERSEY AVE NW REAR,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,650000.0,2,2,914,1106 5TH ST NW APT 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,895000.0,3,3,1698,1639 MARION ST NW APT 101,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,539900.0,2,2,921,809 6TH ST NW APT 55,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,624900.0,2,2,900,811 4TH ST NW UNIT 703,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,900000.0,3,3,2053,755 COLUMBIA RD NW UNIT 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,524900.0,2,2,765,18 O ST NW # 18-B,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20001,409000.0,2,1,700,1020 FAIRMONT ST NW APT 2,Washington,District of Columbia,45551,8590.7,District of Columbia,165650.0,38.91002,-77.018
20002,812000.0,4,4,2030,1145 16TH ST NE UNIT B,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,565000.0,2,1,786,911 2ND ST NE UNIT 104,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,780000.0,3,4,2030,1143 16TH ST NE # A,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1374999.0,4,4,2150,1130 MARYLAND AVE NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,948000.0,3,3,1440,1171 ABBEY PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,780000.0,3,4,2030,1145 16TH ST NE UNIT A,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,929000.0,3,2,1912,46 QUINCY PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,865000.0,2,2,1536,1146 ABBEY PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,700000.0,3,3,1224,322 18TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,899900.0,3,4,1650,134 U ST NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,599000.0,2,2,1279,216 T ST NE APT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,995000.0,5,2,2150,323 L ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,812000.0,4,4,2030,1143 16TH ST NE # B,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,750000.0,4,2,2084,22 TODD PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,849000.0,4,3,1260,412 21ST ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1049974.0,4,3,1614,1034 5TH ST NE # 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1398500.0,4,4,2063,520 12TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,979000.0,4,3,1881,1009 8TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1075000.0,3,4,1710,907 L ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,869500.0,3,2,1342,1357 EMERALD ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,949974.0,3,3,1570,1034 5TH ST NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,449972.0,2,2,732,209 20TH ST NE # 101,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,914900.0,4,4,1997,1277 OWEN PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,399900.0,1,1,847,820 18TH ST NE UNIT 304,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,297700.0,2,2,939,1625 ECKINGTON PL NE # PH109,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,849900.0,3,3,1830,52 QUINCY PL NE # 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1599000.0,5,5,3550,33 T ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,700000.0,3,3,1530,613 16TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,749000.0,2,2,888,646 H ST NE APT 504,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,899000.0,3,3,1724,1020 FLORIDA AVE NE # PH10,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,889900.0,3,3,1406,1230 G ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1109000.0,3,3,2184,1020 C ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,625000.0,3,3,1379,1512 F ST NE APT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,449000.0,2,1,800,1151 SUMMIT ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,965000.0,3,3,1642,829 3RD ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,796971.0,3,3,2264,1638 TRINIDAD AVE NE # 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,629000.0,2,1,767,911 2ND ST NE UNIT 305,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,375000.0,2,1,725,1915 BENNING RD NE UNIT 5,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,790000.0,3,3,1500,2029 3RD ST NE # 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,675000.0,3,3,1863,1806 M ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,325000.0,2,2,708,1229 18TH ST NE # 201,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,675000.0,3,2,1197,1606 F ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,899900.0,3,3,1500,2029 3RD ST NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,479000.0,3,1,1088,616 14TH PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1085000.0,4,4,1938,1607 D ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,950000.0,4,4,1796,2035 2ND ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,550000.0,3,2,1660,1511 W VIRGINIA AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1475000.0,5,4,2461,15 6TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,390000.0,2,1,714,330 RHODE ISLAND AVE NE APT 302,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,674900.0,3,3,1538,1413 STAPLES ST NE APT 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,699900.0,3,2,1224,2216 S ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1095000.0,4,4,2120,120 V ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,699900.0,4,3,1536,1413 STAPLES ST NE APT 4,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,775000.0,4,3,1586,1169 NEAL ST NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,848971.0,3,3,2203,1638 TRINIDAD AVE NE # 3,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,924900.0,2,3,1325,1337 EMERALD ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,799900.0,3,3,1232,1425 DUNCAN ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1249900.0,4,4,1512,1528 A ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,499900.0,2,2,728,629 18TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,850000.0,3,3,1484,1158 ABBEY PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,685000.0,3,3,2179,1704 E ST NE APT 4,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1599000.0,4,4,3150,1125 D ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,399900.0,2,2,859,1019 17TH PL NE UNIT 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1599900.0,5,4,2337,622 G ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,845000.0,4,4,1740,1919 BENNETT PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,850000.0,4,4,1478,1204 STAPLES ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,835000.0,2,2,1203,410 5TH ST NE UNIT 16,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,449500.0,1,1,810,819 D ST NE UNIT 8,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,999000.0,3,3,1414,1206 G ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,610000.0,4,2,1811,1260 OWEN PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1225000.0,4,4,2211,1215 OATES ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1450000.0,3,3,2337,924 MARYLAND AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1149000.0,4,4,2580,426 15TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,725000.0,2,2,1305,1300 I ST NE UNIT 5,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1289000.0,4,4,2076,332 17TH PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,745900.0,3,3,1400,1426 MONTELLO AVE NE # A,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,625000.0,3,2,930,10 FRANKLIN ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1349900.0,3,3,2243,303 MASSACHUSETTS AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,459900.0,2,2,1020,1019 17TH PL NE UNIT 402,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,649900.0,2,2,840,2414 2ND ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,998500.0,3,3,1428,431 3RD ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,799950.0,3,4,1860,1124 MORSE ST NE UNIT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,965000.0,3,2,1945,253 10TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,875000.0,4,2,1794,1221 D ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1350000.0,3,3,1876,922 MARYLAND AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,850000.0,3,2,1821,1213 LINDEN PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,474900.0,3,2,1002,1102 STAPLES ST NE # 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,843000.0,3,2,1552,628 13TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1475000.0,4,4,1856,804 9TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,375000.0,2,1,750,1900 CONSTITUTION AVE NE APT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,449900.0,2,2,1002,1102 STAPLES ST NE UNIT 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,569000.0,2,2,900,904 H ST NE # 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,695000.0,3,2,1367,1814 N CAPITOL ST NW UNIT 103,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1149000.0,4,2,2160,830 12TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,619000.0,2,2,1053,1020 FLORIDA AVE NE UNIT 6,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,929000.0,3,2,1750,1431 AMES PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1249000.0,4,4,2248,502 12TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,699900.0,4,3,1503,1413 STAPLES ST NE APT 3,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,899000.0,4,4,2173,1327 W VIRGINIA AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,975000.0,2,3,1265,646 H ST NE # PH-3,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,699900.0,3,2,1804,1311 QUEEN ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,535000.0,2,3,1180,1838 PROVIDENCE ST NE APT 2,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,599500.0,2,3,997,1420 STAPLES ST NE # PH4,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,980854.0,4,2,1568,812 I ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,499000.0,2,2,757,1840 D ST NE APT 4,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,825000.0,3,2,1778,1306 F ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1250000.0,4,4,2600,3 BRUCE ROBEY CT NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1599000.0,4,4,2580,305 7TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,178300.0,2,2,871,1020 FLORIDA AVE NE UNIT 4,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,890000.0,4,4,2176,1508 D ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,789000.0,4,4,1588,1129 HOLBROOK TER NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,699900.0,4,4,1674,821 20TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,2100000.0,4,4,2791,1100 E ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,419000.0,3,1,792,1036 6TH ST NE APT 102,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,899990.0,3,2,1561,1427 AMES PL NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,1399000.0,5,4,2365,406 13TH ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,849900.0,3,4,1540,162 U ST NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,340000.0,3,1,700,1247 PENN ST NE APT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,599000.0,2,2,926,1625 ECKINGTON PL NE # PH301,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,399000.0,2,2,840,2213 M ST NE # 301,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,649900.0,3,3,1492,1413 STAPLES ST NE APT 1,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20002,610000.0,3,1,1723,1412 TRINIDAD AVE NE,Washington,District of Columbia,68201,5126.3,District of Columbia,147338.0,38.90511,-76.98431
20003,899900.0,3,2,1294,1101 G ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,1020000.0,2,3,2018,522 13TH ST SE # B,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,849500.0,2,2,1021,1001 E CAPITOL ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,899000.0,2,2,1350,1025 1ST ST SE APT 1406,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,650000.0,2,2,1400,1428 E CAPITOL ST NE # 1428,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,899000.0,3,3,1684,1358 E CAPITOL ST NE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,859000.0,3,3,1978,817 KENTUCKY AVE SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,620000.0,2,2,1029,1391 PENNSYLVANIA AVE SE UNIT 203,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,1250000.0,3,2,1917,405 11TH ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,650000.0,2,1,896,320 KENTUCKY AVE SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,969000.0,2,2,1548,141 DUDDINGTON PL SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,2095000.0,4,4,2800,810 N CAROLINA AVE SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,849900.0,4,2,1840,1740 MASSACHUSETTS AVE SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,825000.0,3,2,1276,1523 D ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,824900.0,2,2,1264,1606 E ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,615000.0,2,2,1029,1025 1ST ST SE APT 201,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,825000.0,2,2,1014,427 12TH ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,810000.0,2,2,1014,518 10TH ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
20003,1175000.0,4,4,1920,1738 D ST SE,Washington,District of Columbia,34535,5867.2,District of Columbia,191871.0,38.88193,-76.99033
